date_time,close
11/17/17 15:35:12,149.3
11/17/17 15:40:34,149.13
11/17/17 15:45:50,148.98
11/17/17 15:50:20,148.99
11/17/17 15:55:10,149.11
11/17/17 16:00:03,149.25
11/17/17 16:05:06,149.5175
11/17/17 16:10:12,149.57
11/17/17 16:15:30,149.59
11/17/17 16:20:32,149.82
11/17/17 16:25:47,149.96
