date_time,close
11/17/17 16:00,110.32
11/17/17 17:00,110.24
11/17/17 18:00,110.065
11/17/17 19:00,110.04
11/17/17 20:00,110
11/17/17 21:00,109.9966
11/17/17 22:00,109.82
